id,label,split
val/n02979186/n02979186_8971.JPEG,cassette player,valid
val/n02979186/n02979186_14550.JPEG,cassette player,valid
val/n02979186/n02979186_11971.JPEG,cassette player,valid
val/n02979186/n02979186_11550.JPEG,cassette player,valid
val/n02979186/n02979186_8751.JPEG,cassette player,valid
val/n02979186/ILSVRC2012_val_00028911.JPEG,cassette player,valid
val/n02979186/n02979186_510.JPEG,cassette player,valid
val/n02979186/n02979186_13742.JPEG,cassette player,valid
val/n02979186/n02979186_22101.JPEG,cassette player,valid
val/n02979186/n02979186_2141.JPEG,cassette player,valid
val/n02979186/n02979186_10591.JPEG,cassette player,valid
val/n02979186/n02979186_26451.JPEG,cassette player,valid
val/n02979186/n02979186_18190.JPEG,cassette player,valid
val/n02979186/n02979186_5772.JPEG,cassette player,valid
val/n02979186/n02979186_8092.JPEG,cassette player,valid
val/n02979186/n02979186_13701.JPEG,cassette player,valid
val/n02979186/ILSVRC2012_val_00035482.JPEG,cassette player,valid
val/n02979186/ILSVRC2012_val_00035751.JPEG,cassette player,valid
val/n02979186/n02979186_6172.JPEG,cassette player,valid
val/n02979186/n02979186_2632.JPEG,cassette player,valid
val/n02979186/n02979186_9740.JPEG,cassette player,valid
val/n02979186/n02979186_1792.JPEG,cassette player,valid
val/n02979186/ILSVRC2012_val_00008651.JPEG,cassette player,valid
val/n02979186/n02979186_20631.JPEG,cassette player,valid
val/n02979186/n02979186_5162.JPEG,cassette player,valid
val/n02979186/n02979186_6712.JPEG,cassette player,valid
val/n02979186/n02979186_14440.JPEG,cassette player,valid
val/n02979186/n02979186_20312.JPEG,cassette player,valid
val/n02979186/n02979186_27471.JPEG,cassette player,valid
val/n02979186/n02979186_11372.JPEG,cassette player,valid
val/n02979186/n02979186_15951.JPEG,cassette player,valid
val/n02979186/n02979186_15901.JPEG,cassette player,valid
val/n02979186/n02979186_482.JPEG,cassette player,valid
val/n02979186/n02979186_5031.JPEG,cassette player,valid
val/n02979186/n02979186_1870.JPEG,cassette player,valid
val/n02979186/n02979186_1561.JPEG,cassette player,valid
val/n02979186/n02979186_12072.JPEG,cassette player,valid
val/n02979186/n02979186_3772.JPEG,cassette player,valid
val/n02979186/n02979186_14771.JPEG,cassette player,valid
val/n02979186/n02979186_5822.JPEG,cassette player,valid
val/n02979186/n02979186_1171.JPEG,cassette player,valid
val/n02979186/n02979186_280.JPEG,cassette player,valid
val/n02979186/n02979186_16101.JPEG,cassette player,valid
val/n02979186/n02979186_15382.JPEG,cassette player,valid
val/n02979186/n02979186_2312.JPEG,cassette player,valid
val/n02979186/n02979186_2381.JPEG,cassette player,valid
val/n02979186/n02979186_2842.JPEG,cassette player,valid
val/n02979186/n02979186_2981.JPEG,cassette player,valid
val/n02979186/n02979186_560.JPEG,cassette player,valid
val/n02979186/n02979186_11871.JPEG,cassette player,valid
val/n02979186/n02979186_21401.JPEG,cassette player,valid
val/n02979186/n02979186_1841.JPEG,cassette player,valid
val/n02979186/n02979186_18272.JPEG,cassette player,valid
val/n02979186/n02979186_4341.JPEG,cassette player,valid
val/n02979186/n02979186_10341.JPEG,cassette player,valid
val/n02979186/n02979186_26120.JPEG,cassette player,valid
val/n02979186/n02979186_20560.JPEG,cassette player,valid
val/n02979186/n02979186_2902.JPEG,cassette player,valid
val/n02979186/n02979186_10930.JPEG,cassette player,valid
val/n02979186/n02979186_6851.JPEG,cassette player,valid
val/n02979186/n02979186_5411.JPEG,cassette player,valid
val/n02979186/n02979186_13902.JPEG,cassette player,valid
