id,label,split
train/n02979186/n02979186_9036.JPEG,482,train
train/n02979186/n02979186_11957.JPEG,482,train
train/n02979186/n02979186_9715.JPEG,482,train
train/n02979186/n02979186_21736.JPEG,482,train
train/n02979186/ILSVRC2012_val_00046953.JPEG,482,train
train/n02979186/n02979186_10568.JPEG,482,train
train/n02979186/n02979186_2745.JPEG,482,train
train/n02979186/n02979186_3529.JPEG,482,train
train/n02979186/n02979186_10756.JPEG,482,train
train/n02979186/n02979186_7058.JPEG,482,train
train/n02979186/n02979186_12419.JPEG,482,train
train/n02979186/n02979186_27479.JPEG,482,train
train/n02979186/n02979186_2733.JPEG,482,train
train/n02979186/n02979186_23069.JPEG,482,train
train/n02979186/n02979186_2467.JPEG,482,train
train/n02979186/n02979186_3293.JPEG,482,train
train/n02979186/n02979186_22638.JPEG,482,train
train/n02979186/n02979186_21779.JPEG,482,train
train/n02979186/n02979186_8017.JPEG,482,train
train/n02979186/n02979186_10095.JPEG,482,train
train/n02979186/n02979186_6725.JPEG,482,train
train/n02979186/n02979186_22439.JPEG,482,train
train/n02979186/n02979186_16477.JPEG,482,train
train/n02979186/n02979186_8537.JPEG,482,train
train/n02979186/n02979186_3113.JPEG,482,train
train/n02979186/n02979186_10546.JPEG,482,train
train/n02979186/n02979186_16559.JPEG,482,train
train/n02979186/n02979186_16253.JPEG,482,train
train/n02979186/n02979186_6335.JPEG,482,train
train/n02979186/n02979186_4665.JPEG,482,train
train/n02979186/n02979186_14793.JPEG,482,train
train/n02979186/n02979186_10289.JPEG,482,train
train/n02979186/n02979186_947.JPEG,482,train
train/n02979186/n02979186_1783.JPEG,482,train
train/n02979186/n02979186_25427.JPEG,482,train
train/n02979186/n02979186_5779.JPEG,482,train
train/n02979186/n02979186_9155.JPEG,482,train
train/n02979186/n02979186_11524.JPEG,482,train
train/n02979186/n02979186_27643.JPEG,482,train
train/n02979186/n02979186_12008.JPEG,482,train
train/n02979186/n02979186_9858.JPEG,482,train
train/n02979186/n02979186_11976.JPEG,482,train
train/n02979186/n02979186_9914.JPEG,482,train
train/n02979186/n02979186_7166.JPEG,482,train
train/n02979186/n02979186_2563.JPEG,482,train
train/n02979186/n02979186_293.JPEG,482,train
train/n02979186/n02979186_569.JPEG,482,train
train/n02979186/n02979186_6046.JPEG,482,train
train/n02979186/n02979186_17757.JPEG,482,train
train/n02979186/n02979186_16277.JPEG,482,train
train/n02979186/n02979186_8227.JPEG,482,train
train/n02979186/n02979186_4313.JPEG,482,train
train/n02979186/n02979186_1148.JPEG,482,train
train/n02979186/n02979186_4266.JPEG,482,train
train/n02979186/n02979186_9873.JPEG,482,train
train/n02979186/n02979186_1408.JPEG,482,train
train/n02979186/n02979186_6203.JPEG,482,train
train/n02979186/n02979186_16933.JPEG,482,train
train/n02979186/n02979186_16825.JPEG,482,train
train/n02979186/n02979186_3104.JPEG,482,train
train/n02979186/n02979186_16667.JPEG,482,train
train/n02979186/n02979186_9394.JPEG,482,train
train/n02979186/n02979186_12049.JPEG,482,train
train/n02979186/n02979186_20224.JPEG,482,train
train/n02979186/ILSVRC2012_val_00047974.JPEG,482,train
train/n02979186/n02979186_2965.JPEG,482,train
train/n02979186/n02979186_22164.JPEG,482,train
train/n02979186/ILSVRC2012_val_00016648.JPEG,482,train
train/n02979186/n02979186_12236.JPEG,482,train
train/n02979186/n02979186_3556.JPEG,482,train
train/n02979186/n02979186_10993.JPEG,482,train
train/n02979186/n02979186_529.JPEG,482,train
train/n02979186/n02979186_14496.JPEG,482,train
train/n02979186/n02979186_1823.JPEG,482,train
train/n02979186/n02979186_10715.JPEG,482,train
train/n02979186/n02979186_20937.JPEG,482,train
train/n02979186/n02979186_5353.JPEG,482,train
train/n02979186/n02979186_15213.JPEG,482,train
train/n02979186/ILSVRC2012_val_00037988.JPEG,482,train
train/n02979186/n02979186_23733.JPEG,482,train
train/n02979186/n02979186_4704.JPEG,482,train
train/n02979186/n02979186_23516.JPEG,482,train
train/n02979186/n02979186_3603.JPEG,482,train
train/n02979186/n02979186_3926.JPEG,482,train
train/n02979186/n02979186_2083.JPEG,482,train
train/n02979186/n02979186_9688.JPEG,482,train
train/n02979186/n02979186_19444.JPEG,482,train
train/n02979186/n02979186_15169.JPEG,482,train
train/n02979186/n02979186_3009.JPEG,482,train
train/n02979186/n02979186_24027.JPEG,482,train
train/n02979186/n02979186_2163.JPEG,482,train
train/n02979186/n02979186_9339.JPEG,482,train
train/n02979186/n02979186_21318.JPEG,482,train
train/n02979186/n02979186_15154.JPEG,482,train
train/n02979186/n02979186_10706.JPEG,482,train
train/n02979186/n02979186_734.JPEG,482,train
train/n02979186/n02979186_9863.JPEG,482,train
train/n02979186/n02979186_27494.JPEG,482,train
train/n02979186/n02979186_11839.JPEG,482,train
train/n02979186/n02979186_27347.JPEG,482,train
train/n02979186/n02979186_5346.JPEG,482,train
train/n02979186/n02979186_15096.JPEG,482,train
train/n02979186/n02979186_6899.JPEG,482,train
train/n02979186/n02979186_9449.JPEG,482,train
train/n02979186/n02979186_15747.JPEG,482,train
train/n02979186/n02979186_4059.JPEG,482,train
train/n02979186/n02979186_2558.JPEG,482,train
train/n02979186/n02979186_2853.JPEG,482,train
train/n02979186/n02979186_6616.JPEG,482,train
train/n02979186/n02979186_25977.JPEG,482,train
train/n02979186/n02979186_9567.JPEG,482,train
train/n02979186/n02979186_14575.JPEG,482,train
train/n02979186/n02979186_21934.JPEG,482,train
train/n02979186/n02979186_13443.JPEG,482,train
train/n02979186/n02979186_357.JPEG,482,train
train/n02979186/n02979186_13055.JPEG,482,train
train/n02979186/n02979186_5906.JPEG,482,train
train/n02979186/n02979186_18283.JPEG,482,train
train/n02979186/n02979186_10365.JPEG,482,train
train/n02979186/n02979186_4024.JPEG,482,train
train/n02979186/n02979186_1658.JPEG,482,train
train/n02979186/n02979186_8409.JPEG,482,train
train/n02979186/n02979186_11833.JPEG,482,train
train/n02979186/n02979186_1587.JPEG,482,train
train/n02979186/n02979186_21298.JPEG,482,train
train/n02979186/n02979186_14524.JPEG,482,train
train/n02979186/n02979186_9798.JPEG,482,train
train/n02979186/n02979186_9587.JPEG,482,train
train/n02979186/n02979186_7505.JPEG,482,train
train/n02979186/n02979186_287.JPEG,482,train
train/n02979186/n02979186_14357.JPEG,482,train
train/n02979186/n02979186_5424.JPEG,482,train
train/n02979186/n02979186_20198.JPEG,482,train
train/n02979186/ILSVRC2012_val_00017775.JPEG,482,train
train/n02979186/n02979186_678.JPEG,482,train
train/n02979186/n02979186_8736.JPEG,482,train
train/n02979186/n02979186_23514.JPEG,482,train
train/n02979186/n02979186_10313.JPEG,482,train
train/n02979186/n02979186_2597.JPEG,482,train
train/n02979186/n02979186_3579.JPEG,482,train
train/n02979186/n02979186_4404.JPEG,482,train
train/n02979186/n02979186_5027.JPEG,482,train
train/n02979186/n02979186_18114.JPEG,482,train
train/n02979186/n02979186_11656.JPEG,482,train
train/n02979186/n02979186_9717.JPEG,482,train
train/n02979186/n02979186_16227.JPEG,482,train
train/n02979186/n02979186_553.JPEG,482,train
train/n02979186/n02979186_10098.JPEG,482,train
train/n02979186/n02979186_4479.JPEG,482,train
train/n02979186/n02979186_13053.JPEG,482,train
train/n02979186/n02979186_15766.JPEG,482,train
train/n02979186/n02979186_5853.JPEG,482,train
train/n02979186/n02979186_9328.JPEG,482,train
train/n02979186/n02979186_3716.JPEG,482,train
train/n02979186/n02979186_2607.JPEG,482,train
train/n02979186/n02979186_23188.JPEG,482,train
train/n02979186/n02979186_8956.JPEG,482,train
train/n02979186/n02979186_8587.JPEG,482,train
train/n02979186/n02979186_333.JPEG,482,train
train/n02979186/n02979186_7529.JPEG,482,train
train/n02979186/n02979186_8875.JPEG,482,train
train/n02979186/n02979186_16837.JPEG,482,train
train/n02979186/n02979186_27246.JPEG,482,train
train/n02979186/n02979186_5856.JPEG,482,train
train/n02979186/n02979186_2625.JPEG,482,train
train/n02979186/n02979186_11063.JPEG,482,train
train/n02979186/n02979186_14353.JPEG,482,train
train/n02979186/n02979186_17829.JPEG,482,train
train/n02979186/n02979186_2077.JPEG,482,train
train/n02979186/n02979186_10755.JPEG,482,train
train/n02979186/ILSVRC2012_val_00027735.JPEG,482,train
train/n02979186/n02979186_21784.JPEG,482,train
train/n02979186/n02979186_11769.JPEG,482,train
train/n02979186/n02979186_25956.JPEG,482,train
train/n02979186/n02979186_14536.JPEG,482,train
train/n02979186/n02979186_13764.JPEG,482,train
train/n02979186/n02979186_93.JPEG,482,train
train/n02979186/n02979186_13636.JPEG,482,train
train/n02979186/ILSVRC2012_val_00009833.JPEG,482,train
train/n02979186/n02979186_26517.JPEG,482,train
train/n02979186/n02979186_6636.JPEG,482,train
train/n02979186/n02979186_18057.JPEG,482,train
train/n02979186/n02979186_17277.JPEG,482,train
train/n02979186/n02979186_3659.JPEG,482,train
train/n02979186/n02979186_15953.JPEG,482,train
train/n02979186/n02979186_5695.JPEG,482,train
train/n02979186/n02979186_21086.JPEG,482,train
train/n02979186/ILSVRC2012_val_00002034.JPEG,482,train
train/n02979186/n02979186_465.JPEG,482,train
train/n02979186/n02979186_14773.JPEG,482,train
train/n02979186/n02979186_16515.JPEG,482,train
train/n02979186/n02979186_15305.JPEG,482,train
train/n02979186/n02979186_13019.JPEG,482,train
train/n02979186/n02979186_10496.JPEG,482,train
train/n02979186/n02979186_3764.JPEG,482,train
train/n02979186/n02979186_2774.JPEG,482,train
train/n02979186/n02979186_26283.JPEG,482,train
train/n02979186/n02979186_19036.JPEG,482,train
train/n02979186/n02979186_3504.JPEG,482,train
train/n02979186/n02979186_22929.JPEG,482,train
train/n02979186/n02979186_3873.JPEG,482,train
train/n02979186/n02979186_2316.JPEG,482,train
train/n02979186/ILSVRC2012_val_00029663.JPEG,482,train
train/n02979186/n02979186_9646.JPEG,482,train
train/n02979186/n02979186_11699.JPEG,482,train
train/n02979186/n02979186_4526.JPEG,482,train
train/n02979186/n02979186_6218.JPEG,482,train
train/n02979186/n02979186_2887.JPEG,482,train
train/n02979186/n02979186_21024.JPEG,482,train
train/n02979186/n02979186_13543.JPEG,482,train
train/n02979186/n02979186_22037.JPEG,482,train
train/n02979186/n02979186_11863.JPEG,482,train
train/n02979186/n02979186_3428.JPEG,482,train
train/n02979186/n02979186_13015.JPEG,482,train
train/n02979186/n02979186_3525.JPEG,482,train
train/n02979186/n02979186_10523.JPEG,482,train
train/n02979186/n02979186_15278.JPEG,482,train
train/n02979186/n02979186_18348.JPEG,482,train
train/n02979186/n02979186_22659.JPEG,482,train
train/n02979186/n02979186_7536.JPEG,482,train
train/n02979186/n02979186_14278.JPEG,482,train
train/n02979186/n02979186_23078.JPEG,482,train
train/n02979186/n02979186_2186.JPEG,482,train
train/n02979186/n02979186_23329.JPEG,482,train
train/n02979186/n02979186_3345.JPEG,482,train
train/n02979186/n02979186_7147.JPEG,482,train
train/n02979186/n02979186_18069.JPEG,482,train
train/n02979186/n02979186_16819.JPEG,482,train
train/n02979186/n02979186_10744.JPEG,482,train
train/n02979186/n02979186_15046.JPEG,482,train
train/n02979186/n02979186_2513.JPEG,482,train
train/n02979186/n02979186_9153.JPEG,482,train
train/n02979186/n02979186_13027.JPEG,482,train
train/n02979186/n02979186_439.JPEG,482,train
train/n02979186/n02979186_11543.JPEG,482,train
train/n02979186/n02979186_12553.JPEG,482,train
train/n02979186/n02979186_2265.JPEG,482,train
train/n02979186/n02979186_14758.JPEG,482,train
train/n02979186/n02979186_6474.JPEG,482,train
train/n02979186/n02979186_4598.JPEG,482,train
train/n02979186/n02979186_13206.JPEG,482,train
train/n02979186/n02979186_26944.JPEG,482,train
train/n02979186/n02979186_14767.JPEG,482,train
train/n02979186/n02979186_5433.JPEG,482,train
train/n02979186/n02979186_14553.JPEG,482,train
train/n02979186/n02979186_8089.JPEG,482,train
train/n02979186/n02979186_13626.JPEG,482,train
train/n02979186/n02979186_2549.JPEG,482,train
train/n02979186/n02979186_10437.JPEG,482,train
train/n02979186/n02979186_27619.JPEG,482,train
train/n02979186/n02979186_9118.JPEG,482,train
train/n02979186/ILSVRC2012_val_00017463.JPEG,482,train
train/n02979186/n02979186_1115.JPEG,482,train
train/n02979186/n02979186_16275.JPEG,482,train
train/n02979186/n02979186_20037.JPEG,482,train
train/n02979186/n02979186_5079.JPEG,482,train
train/n02979186/n02979186_2964.JPEG,482,train
train/n02979186/n02979186_449.JPEG,482,train
train/n02979186/n02979186_7288.JPEG,482,train
train/n02979186/n02979186_15567.JPEG,482,train
train/n02979186/n02979186_11865.JPEG,482,train
train/n02979186/n02979186_7468.JPEG,482,train
train/n02979186/n02979186_4624.JPEG,482,train
train/n02979186/n02979186_4737.JPEG,482,train
train/n02979186/n02979186_21725.JPEG,482,train
train/n02979186/n02979186_27539.JPEG,482,train
train/n02979186/n02979186_21029.JPEG,482,train
train/n02979186/n02979186_6096.JPEG,482,train
train/n02979186/n02979186_26997.JPEG,482,train
train/n02979186/n02979186_1159.JPEG,482,train
train/n02979186/n02979186_5807.JPEG,482,train
